call_sign,frequency,city,licensee,format,state,facility_id,service,licensee_call_sign_r,status,details
WXOJ-LP,103.3 FM,Northampton,"Valley Free Radio, Inc.",Variety/Pacifica,Massachusetts,,,,,
WXPL,91.3 FM,Fitchburg,Fitchburg State University,Your Explosive Alternative,Massachusetts,,,,,
WXRB,95.1 FM,Dudley,"WXRB-FM Educational Broadcasting, Inc.","Oldies ('50s, '60s and '70s)",Massachusetts,,,,,
WXRV,92.5 FM,Andover,Beanpot License Corp.,Adult album alternative,Massachusetts,,,,,
WXTK,95.1 FM,West Yarmouth,"iHM Licenses, LLC",News/Talk,Massachusetts,,,,,
WYQQ,90.1 FM,Charlton,"Epic Light Network, Inc.",Contemporary Christian,Massachusetts,,,,,
WYZX,88.3 FM,East Falmouth,Horizon Christian Fellowship,Christian,Massachusetts,,,,,
WZAI,94.3 FM,Brewster,WGBH Educational Foundation,Public radio,Massachusetts,,,,,
WZBC,90.3 FM,Newton,Trustees of Boston College,College radio,Massachusetts,,,,,
WZBR,1410 AM,Dedham,"Langer Broadcasting Group, LLC",Silent,Massachusetts,,,,,
WZCS-LP,102.5 FM,Springfield,CatolicaSpringfield.com,Spanish Catholic,Massachusetts,,,,,
WZLX,100.7 FM,Boston,"iHM Licenses, LLC",Classic rock,Massachusetts,13806.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WZLY,91.5 FM,Wellesley,Wellesley College,College radio,Massachusetts,,,,,
WZMR-LP,94.9 FM,East Boston,"Zumix, Inc.",Variety,Massachusetts,,,,,
WZMW-LP,94.9 FM,East Boston,Winthrop Art Association,Variety,Massachusetts,,,,,
WZRM,97.7 FM,Brockton,"iHM Licenses, LLC",Spanish CHR,Massachusetts,19633.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KDTI,90.3 FM,Rochester Hills,Educational Media Foundation,Contemporary Christian,Michigan,,,,,
KTGG,1540 AM,Okemos,West Central Michigan Media Ministries,Christian radio,Michigan,,,,,
WAAM,1600 AM,Ann Arbor,"Coolarity A2, LLC",News Talk Information,Michigan,,,,,
WABJ,1490 AM,Adrian,"Southeast Michigan Media, Inc.",News Talk Information,Michigan,,,,,
WAGN,1340 AM,Menominee,"Radio Plus Bay Cities, LLC",Talk/Personality,Michigan,,,,,
WAHS,89.5 FM,Auburn Hills,Avondale School District,Variety,Michigan,,,,,
WAIR,104.9 FM,Lake City,Smile FM,Contemporary Christian,Michigan,,,,,
WAKV,980 AM,Otsego,"Vintage Radio Enterprises, L.L.C.",Classic country,Michigan,,,,,
WATT,1240 AM,Cadillac,"MacDonald Garber Broadcasting, Inc",News Talk Information,Michigan,,,,,
WATZ-FM,99.3 FM,Alpena,"WATZ Radio, Inc.",Country,Michigan,,,,,
WAUS,90.7 FM,Berrien Springs,Andrews Broadcasting Corp.,Classical,Michigan,,,,,
WAVC,93.9 FM,Mio,West Central Michigan Media Ministries,Religious,Michigan,,,,,
WAWB-LP,107.3 FM,West Branch,"West Branch Seventh Day Adventist Broadcasting, Inc.",Christian,Michigan,,,,,
WAWL-LP,103.5 FM,Grand Haven,Tri-Cities Broadcasting Foundation,Variety,Michigan,,,,,
WAWM,98.9 FM,Petoskey,Educational Media Foundation,Contemporary Christian (K-Love),Michigan,,,,,
WAXT-LP,98.9 FM,Whitehall,"White Lake Broadcasters, Inc",Oldies,Michigan,,,,,
WBCH,1220 AM,Hastings,Barry Broadcasting Co.,Talk/Personality,Michigan,,,,,
WBCH-FM,100.1 FM,Hastings,Barry Broadcasting Co.,Country,Michigan,,,,,
WBCK,95.3 FM,Battle Creek,"Townsquare License, LLC",News Talk Information,Michigan,,,,,
WBCM,93.5 FM,Boyne City,"WBCM Radio, Inc.",Mainstream rock,Michigan,,,,,
WBCT,93.7 FM,Grand Rapids,"iHM Licenses, LLC",Country,Michigan,73606.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WBET,1230 AM,Sturgis,"Swick Broadcasting Company, Inc.",Sports,Michigan,,,,,
WBET-FM,99.3 FM,Sturgis,"Swick Broadcasting Company, Inc.",Classic hits,Michigan,,,,,
WBFH,88.1 FM,Bloomfield Hills,Bloomfield Hills School District,Variety,Michigan,,,,,
WBFN,1400 AM,Battle Creek,Family Life Broadcasting System,Contemporary Christian,Michigan,,,,,
WBFX,101.3 FM,Grand Rapids,"iHM Licenses, LLC",Oldies,Michigan,51727.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WBGV,92.5 FM,Marlette,GB Broadcasting Company,Country,Michigan,,,,,
WBHC-LP,96.5 FM,Benton Harbor,Benton Harbor Area Schools,Urban gospel,Michigan,,,,,
WBHL,90.7 FM,Harrison,West Central Michigan Media Ministries,Religious,Michigan,,,,,
WBLD,89.3 FM,Orchard Lake,West Bloomfield School District,Top 40 (CHR),Michigan,,,,,
WBLU-FM,88.9 FM,Grand Rapids,Blue Lake Fine Arts Camp,Classical/Jazz,Michigan,,,,,
WBLV,90.3 FM,Twin Lake,Blue Lake Fine Arts Camp,Classical/Jazz,Michigan,,,,,
WBLW,88.1 FM,Gaylord,Grace Baptist Church,Gospel,Michigan,,,,,
WBMI,105.5 FM,West Branch,"CF Broadcasting, LLC",Silent,Michigan,,,,,
WBNZ,92.3 FM,Frankfort,Roy E. Henderson,Silent,Michigan,,,,,
WBRN,1460 AM,Big Rapids,"Mentor Partners, Inc.",News Talk Information,Michigan,,,,,
WBSV-LP,93.3 FM,Berrien Springs,"Leland Straw Memorial Educational Fund, Inc.",Variety,Michigan,,,,,
WBTI,96.9 FM,Lexington,"Liggett Communications, L.L.C.",Pop Contemporary Hit Radio,Michigan,,,,,
WBXX,104.9 FM,Marshall,"Townsquare License, LLC",Alternative,Michigan,,,,,
WBZV,102.5 FM,Hudson,"Madsun Investments, LLC",Classic rock,Michigan,,,,,
WBZX,103.9 FM,Big Rapids,"Up North Radio, LLC",Adult hits,Michigan,,,,,
WCAR,1090 AM,Livonia,Birach Broadcasting Corporation,Sports,Michigan,,,,,
WCBN-FM,88.3 FM,Ann Arbor,Regents of the University of Michigan,Variety,Michigan,,,,,
WCBY,1240 AM,Cheboygan,"Black Diamond Broadcast Holdings, LLC.",Classic country,Michigan,,,,,
WCCW,1310 AM,Traverse City,"WCCW Radio, Inc.",Classic country,Michigan,,,,,
WCCW-FM,107.5 FM,Traverse City,"WCCW Radio, Inc.",Classic hits,Michigan,,,,,
WCCY,1400 AM,Houghton,Houghton Community Broadcasting Corporation,Pop Contemporary Hit Radio,Michigan,,,,,
WCDY,107.9 FM,McBain,"Up North Radio, LLC",Pop Contemporary Hit Radio,Michigan,,,,,
WCEN-FM,94.5 FM,Hemlock,Alpha Media Licensee LLC,Country,Michigan,,,,,
WCFG,90.9 FM,Springfield,Cornerstone University,Contemporary Christian,Michigan,,,,,
WCFX,95.3 FM,Clare,"Grenax Broadcasting, LLC",Pop Contemporary Hit Radio,Michigan,,,,,
WCHB,1340 AM,Royal Oak,"WMUZ Radio, Inc.",Gospel,Michigan,,,,,
WCHT,600 AM,Escanaba,"AMC Partners Escanaba, LLC",News Talk Information,Michigan,,,,,
WCHW-FM,91.3 FM,Bay City,"School District, Bay City",Album oriented rock,Michigan,,,,,
WCHY,97.7 FM,Cheboygan,Michigan Broadcasters LLC,Talk/Oldies,Michigan,,,,,
WCKC,107.1 FM,Cadillac,"Up North Radio, LLC",Classic rock,Michigan,,,,,
WCMB-FM,95.7 FM,Oscoda,Central Michigan University,Variety,Michigan,,,,,
WCML-FM,91.7 FM,Alpena,Central Michigan University,Variety,Michigan,9907.0,FM,CENTRAL MICHIGAN UNIVERSITY,LICENSED,Click for Details
WCMM,102.5 FM,Gulliver,"AMC Partners Escanaba, LLC",Country,Michigan,,,,,
WCMU-FM,89.5 FM,Mount Pleasant,Central Michigan University Board of Trustees,Variety,Michigan,9918.0,FM,CENTRAL MICHIGAN UNIVERSITY BOARD OF TRUSTEES,LICENSED,Click for Details
WCMV-FM,94.3 FM,Leland,Central Michigan University,Silent,Michigan,,,,,
WCMW-FM,103.9 FM,Harbor Springs,Central Michigan University,Variety,Michigan,9923.0,FM,CENTRAL MICHIGAN UNIVERSITY,LICENSED,Click for Details
WCMZ-FM,98.3 FM,Sault Ste. Marie,Central Michigan University,Variety,Michigan,,,,,
WCPP-LP,102.1 FM,Ironwood,Copper Peak Incorporated,Variety,Michigan,,,,,
WCRR,88.9 FM,Manistique,"Christianradiobroadcasting.org, Inc.",Contemporary Christian,Michigan,,,,,
WCRZ,107.9 FM,Flint,"Townsquare Media of Flint, Inc.",Adult contemporary,Michigan,20446.0,FM,"TOWNSQUARE MEDIA OF FLINT, INC.",LICENSED,Click for Details
WCSG,91.3 FM,Grand Rapids,Cornerstone University,Contemporary Christian,Michigan,,,,,
WCSR,1340 AM,Hillsdale,"McKibbin Media Group, Inc.",Country,Michigan,,,,,
WCSR-FM,92.1 FM,Hillsdale,"McKibbin Media Group, Inc.",Adult contemporary,Michigan,,,,,
WCSX,94.7 FM,Birmingham,"Beasley Media Group, LLC",Classic rock,Michigan,25084.0,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WCSY-FM,103.7 FM,South Haven,WSJM Inc,Classic hits,Michigan,,,,,
WCTP,88.5 FM,Gagetown,Plonta Broadcasting Inc.,Southern gospel,Michigan,,,,,
WCUP,105.7 FM,L'Anse,Keweenaw Bay Indian Community,Country,Michigan,,,,,
WCVM,94.7 FM,Bronson,"Taylor University Broadcasting, Inc.",Contemporary Christian,Michigan,,,,,
WCXB,89.9 FM,Benton Harbor,Cornerstone University,Contemporary Christian,Michigan,,,,,
WCXI,1160 AM,Fenton,Birach Broadcasting Corporation,Conservative talk,Michigan,,,,,
WCXK,88.3 FM,Kalamazoo,Cornerstone University,Contemporary Christian,Michigan,,,,,
WCXT,98.3 FM,Hartford,WSJM Inc,Adult contemporary,Michigan,,,,,
WCZE,103.7 FM,Harbor Beach,Jennifer & Edward Czelada,Country,Michigan,,,,,
WCZY-FM,104.3 FM,Mount Pleasant,"Latitude Media, LLC",Adult hits,Michigan,,,,,
WDBC,680 AM,Escanaba,"Aurora Media, LLC",Soft adult contemporary,Michigan,,,,,
WDBM,88.9 FM,East Lansing,Board of Trustees of Michigan State University,Alternative,Michigan,4241.0,FM,BD OF TRUSTEE OF MICHIGAN STATE UNIV,LICENSED,Click for Details
WDEE-FM,97.3 FM,Reed City,Steven V. Beilfuss,Oldies,Michigan,,,,,
WDEO,990 AM,Ypsilanti,AM Media Services,Catholic,Michigan,,,,,
WDET-FM,101.9 FM,Detroit,Wayne State University,News Talk Information,Michigan,71189.0,FM,WAYNE STATE UNIVERSITY,LICENSED,Click for Details
WDFN,1130 AM,Detroit,"iHM Licenses, LLC",Black-oriented news,Michigan,,,,,
WDKL,102.7 FM,Mount Clemens,Educational Media Foundation,Contemporary Christian (K-Love),Michigan,54915.0,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WDLP-LP,93.1 FM,Belding,"Montcalm Public Radio, Inc.",Oldies,Michigan,,,,,
WDMJ,1320 AM,Marquette,"Sovereign Communications, LLC",News Talk Information,Michigan,,,,,
WDMK,105.9 FM,Detroit,"Beasley Media Group Licenses, LLC",Urban adult contemporary,Michigan,4597.0,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WDPW,91.9 FM,Greenville,Larlen Communications Inc.,Gospel,Michigan,,,,,
WDRQ,93.1 FM,Detroit,Radio License Holdings LLC,Country,Michigan,70040.0,FM,RADIO LICENSE HOLDINGS LLC,LICENSED,Click for Details
WDTE,88.3 FM,Grosse Point Shores,Smile FM,Contemporary Christian,Michigan,,,,,
WDTK,1400 AM,Detroit,"Caron Broadcasting, Inc.",News Talk Information,Michigan,,,,,
WDTP,89.5 FM,Huron Township,Smile FM,Contemporary Christian,Michigan,,,,,
WDTR,88.9 FM,Imlay City,Michigan Community Radio,Contemporary Christian,Michigan,,,,,
WDTW,1310 AM,Dearborn,"Zamora Broadcasting Systems, Inc.",Regional Mexican,Michigan,,,,,
WDVD,96.3 FM,Detroit,Radio License Holdings LLC,Hot adult contemporary,Michigan,8631.0,FM,RADIO LICENSE HOLDINGS LLC,LICENSED,Click for Details
WDZH,98.7 FM,Detroit,"Audacy License, LLC",Alternative rock,Michigan,25448.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WDZZ-FM,92.7 FM,Flint,Cumulus Licensing LLC,Urban adult contemporary,Michigan,13665.0,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WEEH-LP,100.5 FM,Hart,"Oceana Broadcasters, Inc",Oldies,Michigan,,,,,
WEJC,88.3 FM,White Star,Smile FM,Contemporary Christian,Michigan,,,,,
WEMU,89.1 FM,Ypsilanti,Eastern Michigan University,Jazz,Michigan,18311.0,FM,EASTERN MICHIGAN UNIVERSITY,LICENSED,Click for Details
WERW,94.3 FM,Monroe,"Monroe Public Access Cable Television, Inc.",Classic hits,Michigan,,,,,
WEUL,98.1 FM,Kingsford,"Gospel Opportunities, Inc.",Religious,Michigan,,,,,
WFAH-LP,102.1 FM,Flint,Greater Flint Arts Council,Variety,Michigan,,,,,
WFAT,930 AM,Battle Creek,"Midwest Communications, Inc.",Classic hits,Michigan,,,,,
WFBE,95.1 FM,Flint,"Radio License Holding CBC, LLC",Country,Michigan,,,,,
WFCB-LP,100.7 FM,Ferndale,"Underwood V Radio, Inc.",Variety,Michigan,,,,,
WFDF,910 AM,Farmington Hills,"Adell Radio Group, Inc.",Talk/Personality,Michigan,,,,,
WFDX,92.5 FM,Atlanta,"Northern Michigan Radio, Inc.",Silent,Michigan,,,,,
WFER,1230 AM,Iron River,Iron River Community Broadcasting Corporation,Classic country,Michigan,,,,,
WFFR-LP,100.9 FM,Roosevelt Park,"Shoreline Broadcasting, Inc",Classic hits,Michigan,,,,,
WFGR,98.7 FM,Grand Rapids,"Townsquare Media of Grand Rapids, Inc.",Classic hits,Michigan,25837.0,FM,"TOWNSQUARE MEDIA OF GRAND RAPIDS, INC.",LICENSED,Click for Details
WFLT,1420 AM,Flint,Christian Evangelical Broadcasting Association,Gospel,Michigan,,,,,
WFMK,99.1 FM,East Lansing,"Townsquare License, LLC",Adult contemporary,Michigan,,,,,
WFNT,1470 AM,Flint,"Townsquare Media of Flint, Inc.",News Talk Information,Michigan,,,,,
WFOV-LP,92.1 FM,Flint,Flint Odyssey House Inc,Variety,Michigan,,,,,
WFPM-LP,99.5 FM,Battle Creek,First Pentecostal Church of God In Christ,Urban gospel,Michigan,,,,,
WFUM,91.1 FM,Flint,Regents of the University of Michigan,News Talk Information,Michigan,66306.0,FM,THE REGENTS OF THE UNIV. OF MICHIGAN,LICENSED,Click for Details
WFUR,1570 AM,Grand Rapids,Furniture City Broadcasting Corp.,Contemporary Inspirational,Michigan,,,,,
WFXD,103.3 FM,Marquette,mediaBrew Communications Marquette LLC,Country,Michigan,,,,,
WFYC,1280 AM,Alma,"Jacom, Inc.",Sports,Michigan,,,,,
WGCP,91.9 FM,Cadillac,West Central Michigan Media Ministries,Religious,Michigan,,,,,
WGDN,1350 AM,Gladwin,"Apple Broadcasting Company, Inc.",Religious,Michigan,,,,,
WGDN-FM,103.1 FM,Gladwin,"Apple Broadcasting Company, Inc.",Country,Michigan,,,,,
WGER,106.3 FM,Saginaw,Alpha Media Licensee LLC,Hot adult contemporary,Michigan,,,,,
WGFE,95.5 FM,Glen Arbor,"Black Diamond Broadcast Holdings, LLC.",Active rock,Michigan,,,,,
WGFM,105.1 FM,Cheboygan,"Black Diamond Broadcast Holdings, LLC.",Active rock,Michigan,,,,,
WGFN,98.1 FM,Glen Arbor,"Black Diamond Broadcast Holdings, LLC.",Classic rock,Michigan,,,,,
WGGL-FM,91.1 FM,Houghton,Minnesota Public Radio,Variety,Michigan,,,,,
WGHN,1370 AM,Grand Haven,"WGHN, Inc.",Oldies,Michigan,,,,,
WGHN-FM,92.1 FM,Grand Haven,"WGHN, Inc.",Adult contemporary,Michigan,,,,,
WGJU,91.3 FM,East Tawas,"Relevant Radio, Inc.",Catholic,Michigan,,,,,
WGKL,105.5 FM,Gladstone,"AMC Partners Escanaba, LLC",Classic hits,Michigan,,,,,
WGKZ-LP,88.7 FM,Quinesec,"Kingsford Community Radio, Inc.",Variety,Michigan,,,,,
WGLI,98.7 FM,Hancock,Keweenaw Bay Indian Community,Classic rock,Michigan,,,,,
WGLM,1380 AM,Greenville,"Packer Radio Greenville, Inc.",Classic hits,Michigan,,,,,
WGLM-FM,106.3 FM,Lakeview,"Packer Radio Greenville, Inc.",Classic hits,Michigan,,,,,
WGLN-LP,93.5 FM,Cedar Lake,Great Lakes Adventist Academy,Christian,Michigan,,,,,
WGLQ,97.1 FM,Escanaba,"AMC Partners Escanaba, LLC",Pop Contemporary Hit Radio,Michigan,,,,,
WGMV,106.3 FM,Stephenson,"AMC Partners Escanaba, LLC",Classic Country,Michigan,,,,,
WGNB,89.3 FM,Zeeland,The Moody Bible Institute of Chicago,Religious,Michigan,,,,,
WGNC-FM,88.5 FM,Constantine,"Christian Radio Friends, Inc.",Country,Michigan,,,,,
WGPG-LP,92.9 FM,Battle Creek,Battle Creek Community Radio,Christian,Michigan,,,,,
WGPR,107.5 FM,Detroit,"WGPR, Inc.",Black music,Michigan,70512.0,FM,"W.G.P.R., INC.",LICENSED,Click for Details
WGRD-FM,97.9 FM,Grand Rapids,"Townsquare Media of Grand Rapids, Inc.",Mainstream rock,Michigan,55650.0,FM,"TOWNSQUARE MEDIA OF GRAND RAPIDS, INC.",LICENSED,Click for Details
WGRT,102.3 FM,Port Huron,"Port Huron Family Radio, Inc.",Adult contemporary,Michigan,,,,,
WGRY-FM,101.1 FM,Roscommon,"Blarney Stone Broadcasting, Inc.",Sports,Michigan,,,,,
WGTO,910 AM,Cassopolis,"Larry Langford, Jr.",Soft oldies,Michigan,,,,,
WGVS,850 AM,Muskegon,Grand Valley State University,Silent,Michigan,,,,,
WGVS-FM,95.3 FM,Whitehall,Grand Valley State University,News Talk Information,Michigan,,,,,
WGVU,1480 AM,Kentwood,Grand Valley State University,Silent,Michigan,,,,,
WGVU-FM,88.5 FM,Allendale,Grand Valley State University,News Talk Information,Michigan,4174.0,FM,GRAND VALLEY STATE UNIVERSITY,LICENSED,Click for Details
WGZR,88.9 FM,Alpena,"Relevant Radio, Inc.",Catholic,Michigan,,,,,
WHAK,960 AM,Rogers City,Mitten News LLC,Talk/Personality,Michigan,,,,,
WHAK-FM,99.9 FM,Rogers City,"Edwards Communications, LC",Classic hits,Michigan,,,,,
WHBP,90.1 FM,Harbor Springs,Interlochen Center for the Arts,News Talk Information,Michigan,,,,,
WHEY,88.9 FM,North Muskegon,Muskegon Community Radio Broadcast Company,Contemporary Christian,Michigan,,,,,
WHFB,1060 AM,Benton Harbor-St. Joseph,"Gerard Media, LLC",News Talk Information,Michigan,,,,,
WHFR,89.3 FM,Dearborn,Henry Ford Community College,Variety,Michigan,,,,,
WHKB,102.3 FM,Houghton,Houghton Community Broadcasting Corporation,Country,Michigan,,,,,
WHLS,1450 AM,Port Huron,"Liggett Communications, L.L.C.",Alternative rock,Michigan,,,,,
WHLX,1590 AM,Marine City,"Liggett Communications, L.L.C.",Adult album alternative/Americana,Michigan,,,,,
WHMI-FM,93.5 FM,Howell,Krol Communications Inc.,Classic hits,Michigan,,,,,
WHNN,96.1 FM,Bay City,"Radio License Holding CBC, LLC",Adult contemporary,Michigan,,,,,
WHPD,92.1 FM,Dowagiac,Lesea Broadcasting Corporation,Contemporary Christian,Michigan,,,,,
WHPR-FM,88.1 FM,Highland Park,R.J.'s Late Night Entertainment Corporation,Variety,Michigan,,,,,
WHSB,107.7 FM,Alpena,"Edwards Communications, LC",Pop Contemporary Hit Radio,Michigan,,,,,
WHTC,1450 AM,Holland,"Midwest Communications, Inc.",News Talk Information,Michigan,,,,,
WHTO,106.7 FM,Iron Mountain,"Results Broadcasting of Iron Mountain, Inc.",Classic hits,Michigan,,,,,
WHTS,105.3 FM,Coopersville,"Radio License Holding CBC, LLC",Pop Contemporary Hit Radio,Michigan,71090.0,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WHWG,89.9 FM,Trout Lake,"Gospel Opportunities, Inc.",Religious,Michigan,,,,,
WHWL,95.7 FM,Marquette,"Gospel Opportunities, Inc.",Religious,Michigan,,,,,
WHYB,103.7 FM,Menominee,"Radio Plus Bay Cities, LLC",Classic hits,Michigan,,,,,
WHYT,88.1 FM,Goodland Township,Smile FM,Contemporary Christian,Michigan,,,,,
WHZZ,101.7 FM,Lansing,The MacDonald Broadcasting Company,Adult hits,Michigan,,,,,
WIAA,88.7 FM,Interlochen,Interlochen Center for the Arts,Classical,Michigan,,,,,
WIAB,88.5 FM,Mackinaw City,Interlochen Center for the Arts,Classical,Michigan,,,,,
WIBM,1450 AM,Jackson,"McKibbin Media Group, Inc.",Country,Michigan,,,,,
WICA,91.5 FM,Traverse City,Interlochen Center for the Arts,News Talk Information,Michigan,,,,,
WIDG,940 AM,St. Ignace,"Relevant Radio, Inc.",Catholic,Michigan,,,,,
WIDL,92.1 FM,Cass City,Edwards Communications LC,Classic rock,Michigan,,,,,
WIDR,89.1 FM,Kalamazoo,Western Michigan University,Variety,Michigan,,,,,
WIHC,97.9 FM,Newberry,West Central Michigan Media Ministries,Religious,Michigan,,,,,
WIKB-FM,99.1 FM,Iron River,Iron River Community Broadcasting Corporation,Classic hits,Michigan,,,,,
WILS,1320 AM,Lansing,The MacDonald Broadcasting Company,News Talk Information,Michigan,,,,,
WILZ,104.5 FM,Saginaw,"Radio License Holding CBC, LLC",Classic rock,Michigan,,,,,
WIMI,99.7 FM,Ironwood,"J & J Broadcasting, Inc.",Classic rock,Michigan,,,,,
WIMK,93.1 FM,Iron Mountain,"Sovereign Communications, LLC",Active rock,Michigan,,,,,
WIOG,102.5 FM,Bay City,"Radio License Holding CBC, LLC",Pop Contemporary Hit Radio,Michigan,,,,,
WION,1430 AM,Ionia,"Packer Radio WION, LLC",Adult hits,Michigan,,,,,
WIOS,1480 AM,Tawas City-East Tawas,"Carroll Enterprises, Inc",Talk/Personality,Michigan,,,,,
WIRX,107.1 FM,St. Joseph,"WSJM, Inc.",Mainstream rock,Michigan,,,,,
WITL-FM,100.7 FM,Lansing,"Townsquare License, LLC",Country,Michigan,,,,,
WJIM,1240 AM,Lansing,"Townsquare License, LLC",News Talk Information,Michigan,,,,,
WJIM-FM,97.5 FM,Lansing,"Townsquare License, LLC",Pop Contemporary Hit Radio,Michigan,,,,,
WJKN,1510 AM,Jackson,Jackson Lansing Catholic Radio dba Good Shepherd Radio,Catholic,Michigan,,,,,
WJKN-FM,89.3 FM,Spring Arbor,Spring Arbor University,Contemporary Christian,Michigan,,,,,
WJLB,97.9 FM,Detroit,"iHM Licenses, LLC",Urban contemporary,Michigan,59592.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WJMK,1250 AM,Bridgeport,Northern States Broadcasting Corporation,Oldies,Michigan,,,,,
WJML,1110 AM,Petoskey,Mitten News LLC,News Talk Information,Michigan,,,,,
WJMS,590 AM,Ironwood,"J & J Broadcasting, Inc.",Country,Michigan,,,,,
WJNL,1210 AM,Kingsley,Mitten News LLC,News Talk Information,Michigan,,,,,
WJNR-FM,101.5 FM,Iron Mountain,"Results Broadcasting of Iron Mountain, Inc.",New Country,Michigan,,,,,
WJOG,91.3 FM,Good Hart,Michigan Community Radio,Contemporary Christian,Michigan,,,,,
WJOH,91.5 FM,Raco,Michigan Community Radio,Contemporary Christian,Michigan,,,,,
WJOJ,89.7 FM,Rust Township,Northland Community Broadcasters,Contemporary Christian,Michigan,,,,,
WJOM,88.5 FM,Eagle,Michigan Community Radio,Contemporary Christian,Michigan,,,,,
WJPD,92.3 FM,Ishpeming,"Sovereign Communications, LLC",Country,Michigan,,,,,
WJQK,99.3 FM,Zeeland,Lanser Broadcasting Corporation,Contemporary Christian,Michigan,,,,,
WJR,760 AM,Detroit,Radio License Holdings LLC,News Talk Information,Michigan,,,,,
WJRW,1340 AM,Grand Rapids,"Radio License Holding CBC, LLC",Sports,Michigan,,,,,
WJSZ,92.5 FM,Ashley,Krol Communications Inc.,Hot adult contemporary,Michigan,,,,,
WJWC-LP,97.3 FM,Grand Rapids,Empowerment Radio Project,Urban,Michigan,,,,,
WJXQ,106.1 FM,Charlotte,"Midwest Communications, Inc.",Active rock,Michigan,,,,,
WJZQ,92.9 FM,Cadillac,"WKJF Radio, Inc.",Pop Contemporary Hit Radio,Michigan,,,,,
